行业类型,数据时间,有功功率最大值（kw）,有功功率最小值（kw）
非普工业,2020/4/2,1991.8596,952.7328
非普工业,2020/4/3,1982.0484,955.2876
非普工业,2020/4/4,1687.4796,738.618
非普工业,2020/4/5,1508.9856,1013.982
非普工业,2020/4/6,1643.8152,960.3828
非普工业,2020/4/7,1842.0792,998.0052
非普工业,2020/4/8,1827.5004,1013.3148
非普工业,2020/4/9,1773.2868,872.6532
非普工业,2020/4/10,1771.2696,982.8312
非普工业,2020/4/11,1833.0792,1122.1596
非普工业,2020/4/12,1451.0772,536.0796
非普工业,2020/4/13,1801.1544,644.4252
非普工业,2020/4/14,2099.4216,985.5156
非普工业,2020/4/15,1805.3172,847.6812
非普工业,2020/4/16,1970.4864,926.802
非普工业,2020/4/17,2150.2032,1152.1176
非普工业,2020/4/18,1944.0084,1210.5564
非普工业,2020/4/19,1977.414,1204.1628
非普工业,2020/4/20,2479.8432,1341.4764
非普工业,2020/4/21,2684.3796,1383.3888
非普工业,2020/4/22,2259.9072,1279.3632
非普工业,2020/4/23,2305.3284,1078.4076
非普工业,2020/4/24,1954.8288,1104.0444
非普工业,2020/4/25,1795.422,856.83
非普工业,2020/4/26,1903.9428,1010.4948
非普工业,2020/4/27,2113.7088,1142.142
非普工业,2020/4/28,2263.8588,1235.0724
非普工业,2020/4/29,2220.0756,1150.5408
非普工业,2020/4/30,2550.186,1341.1572
非普工业,2020/5/1,2068.1388,1332.6276
非普工业,2020/5/2,2151.3012,1385.2872
非普工业,2020/5/3,2300.5164,1425.4428
非普工业,2020/5/4,2736.5652,1588.7004
非普工业,2020/5/5,2859.3096,1608.738
非普工业,2020/5/6,3562.0692,1856.5872
非普工业,2020/5/7,3627.2364,1738.7496
非普工业,2020/5/8,3970.8276,1895.5368
非普工业,2020/5/9,3642.4116,1740.5916
非普工业,2020/5/10,2972.1492,1750.2672
非普工业,2020/5/11,3593.6448,1592.9472
非普工业,2020/5/12,3366.8964,1526.1972
非普工业,2020/5/13,3573.312,1552.4052
非普工业,2020/5/14,3485.8752,1543.7412
非普工业,2020/5/15,3528.2316,1596.978
非普工业,2020/5/16,2834.5104,1615.0356
非普工业,2020/5/17,2788.6848,1269.6384
非普工业,2020/5/18,3542.3988,1291.2756
非普工业,2020/5/19,3465.3756,1155.4716
非普工业,2020/5/20,3757.4496,1598.5428
非普工业,2020/5/21,3837.5988,1607.9532
非普工业,2020/5/22,3734.5224,1702.5876
非普工业,2020/5/23,2788.5756,1200.6048
非普工业,2020/5/24,2646.9144,1531.5972
非普工业,2020/5/25,3727.5408,1561.8804
非普工业,2020/5/26,3799.5084,1670.1072
非普工业,2020/5/27,3610.062,1591.3848
非普工业,2020/5/28,3555.5832,1498.0572
非普工业,2020/5/29,3680.25,1653.2292
非普工业,2020/5/30,2897.1,1613.1492
非普工业,2020/5/31,2899.2864,1575.1992
非普工业,2020/6/1,3768.1008,1571.7432
非普工业,2020/6/2,3795.42,1521.624
非普工业,2020/6/3,3725.9208,1544.4648
非普工业,2020/6/4,3776.5428,1658.4792
非普工业,2020/6/5,4073.3748,1668.8964
非普工业,2020/6/6,2919.918,1592.5596
非普工业,2020/6/7,2808.5796,1529.3268
非普工业,2020/6/8,3793.6104,1603.4508
非普工业,2020/6/9,4041.3396,1689.6636
非普工业,2020/6/10,3745.0104,1537.8432
非普工业,2020/6/11,3692.958,1714.7412
非普工业,2020/6/12,3728.2968,1706.562
非普工业,2020/6/13,3139.9968,1721.886
非普工业,2020/6/14,2804.2026,1690.2648
非普工业,2020/6/15,3766.3764,1608.609
非普工业,2020/6/16,3876.0846,1634.2104
非普工业,2020/6/17,4084.251,1647.0264
非普工业,2020/6/18,4080.3894,1647.2826
非普工业,2020/6/19,4216.6188,1345.365
非普工业,2020/6/20,3031.9746,1735.1004
非普工业,2020/6/21,3047.3712,1691.7084
非普工业,2020/6/22,4167.7806,1803.6612
非普工业,2020/6/23,4284.4974,1858.086
非普工业,2020/6/24,4289.5626,1857.7962
非普工业,2020/6/25,2775.9948,1759.9206
非普工业,2020/6/26,2816.313,1672.9776
非普工业,2020/6/27,2982.0036,1762.3326
非普工业,2020/6/28,4106.004,1747.1208
非普工业,2020/6/29,4054.98,1369.2852
非普工业,2020/6/30,4188.8688,1713.63
非普工业,2020/7/1,4328.367,1836.4044
非普工业,2020/7/2,4182.2682,1769.334
非普工业,2020/7/3,4179.5646,23.544
非普工业,2020/7/4,3080.5464,1242.0468
非普工业,2020/7/5,2856.7584,1506.2094
非普工业,2020/7/6,4024.5486,1629.5448
非普工业,2020/7/7,4065.4362,1675.512
非普工业,2020/7/8,4077.2442,1585.6368
非普工业,2020/7/9,4203.1866,1531.5534
非普工业,2020/7/10,4328.5794,1390.1334
非普工业,2020/7/11,3270.1026,1422.5544
非普工业,2020/7/12,2839.9956,1174.8948
非普工业,2020/7/13,4156.3716,1419.0174
非普工业,2020/7/14,4173.6042,1540.5714
非普工业,2020/7/15,4332.921,1846.2684
非普工业,2020/7/16,4216.3728,1845.882
非普工业,2020/7/17,4213.8972,1425.5856
非普工业,2020/7/18,3153.7224,1712.5218
非普工业,2020/7/19,3024.3972,1559.4228
非普工业,2020/7/20,3978.9312,1386.5346
非普工业,2020/7/21,3967.542,1406.256
非普工业,2020/7/22,3740.1612,1393.6314
非普工业,2020/7/23,3619.8432,1478.9862
非普工业,2020/7/24,3685.2498,1459.6842
非普工业,2020/7/25,3096.6054,1581.1758
非普工业,2020/7/26,3108.4536,1714.9326
非普工业,2020/7/27,3925.395,1521.5544
非普工业,2020/7/28,3886.785,1329.561
非普工业,2020/7/29,3952.9902,1629.0558
非普工业,2020/7/30,3733.7418,1506.1938
非普工业,2020/7/31,4063.3302,1301.2902
非普工业,2020/8/1,2993.3214,982.9374
非普工业,2020/8/2,2568.1626,1127.2428
非普工业,2020/8/3,3378.5112,1106.4168
非普工业,2020/8/4,3489.0606,1277.241
非普工业,2020/8/5,3390.6894,1309.7214
非普工业,2020/8/6,3355.884,1172.9958
非普工业,2020/8/7,3610.6854,1333.8696
非普工业,2020/8/8,2984.5104,1197.2364
非普工业,2020/8/9,2703.0396,1398.9336
非普工业,2020/8/10,3658.5798,1656.4968
非普工业,2020/8/11,3886.0746,1435.6884
非普工业,2020/8/12,3589.176,1688.4492
非普工业,2020/8/13,3467.2482,1319.4948
非普工业,2020/8/14,3415.9992,1216.614
非普工业,2020/8/15,2944.8528,1548.726
非普工业,2020/8/16,2768.322,1532.388
非普工业,2020/8/17,3388.7874,1550.3466
非普工业,2020/8/18,3566.8878,1253.9514
非普工业,2020/8/19,3211.6716,1478.6076
非普工业,2020/8/20,3423.9882,1495.0728
非普工业,2020/8/21,3522.4356,1502.0394
非普工业,2020/8/22,2983.2282,1602.7686
非普工业,2020/8/23,2774.4888,1622.004
非普工业,2020/8/24,3716.1234,1674.2112
非普工业,2020/8/25,4164.5958,1372.4928
非普工业,2020/8/26,4078.7202,1717.8594
非普工业,2020/8/27,3795.18,1546.7148
非普工业,2020/8/28,3856.9782,598.116
非普工业,2020/8/29,3097.7394,0
非普工业,2020/8/30,3060.7074,1668.2364
非普工业,2020/8/31,3678.912,1542.441
非普工业,2020/9/1,4270.5264,1698.0888
非普工业,2020/9/2,4235.6886,1706.9448
非普工业,2020/9/3,4176.039,1751.5698
非普工业,2020/9/4,4608.9612,1813.0416
非普工业,2020/9/5,2951.6502,1710.5064
非普工业,2020/9/6,2871.0354,1575.705
非普工业,2020/9/7,4210.3134,1668.7188
非普工业,2020/9/8,3956.7228,1473.4572
非普工业,2020/9/9,4217.4342,1638.7866
非普工业,2020/9/10,4074.6138,1592.4348
非普工业,2020/9/11,4127.0178,1662.0078
非普工业,2020/9/12,2931.0378,1541.6916
非普工业,2020/9/13,2806.1544,1515.3324
非普工业,2020/9/14,3999.6078,1591.0548
非普工业,2020/9/15,4016.7492,1566.6504
非普工业,2020/9/16,3893.655,1555.1946
非普工业,2020/9/17,4097.709,1596.2616
非普工业,2020/9/18,4099.257,1602.5592
非普工业,2020/9/19,2719.5648,1451.2854
非普工业,2020/9/20,2758.2168,1463.8104
非普工业,2020/9/21,4215.7812,1577.1078
非普工业,2020/9/22,4121.3826,1613.8734
非普工业,2020/9/23,4147.2882,1687.1658
非普工业,2020/9/24,3544.2798,1559.8536
非普工业,2020/9/25,3437.1828,1461.111
非普工业,2020/9/26,2818.7772,1522.6932
非普工业,2020/9/27,3065.1678,1409.559
非普工业,2020/9/28,3232.9104,1341.2988
非普工业,2020/9/29,3581.1414,1432.1094
非普工业,2020/9/30,3526.869,1548.3666
非普工业,2020/10/1,2150.8506,1300.6836
非普工业,2020/10/2,2395.8924,1346.6652
非普工业,2020/10/3,2449.239,1428.4512
非普工业,2020/10/4,2449.8288,1451.808
非普工业,2020/10/5,2503.2498,1441.7022
非普工业,2020/10/6,2276.2512,1308.0138
非普工业,2020/10/7,2029.2318,1207.4724
非普工业,2020/10/8,2078.7636,1186.788
非普工业,2020/10/9,2651.1036,1179.9726
非普工业,2020/10/10,2818.689,1200.5466
非普工业,2020/10/11,2332.233,1220.3946
非普工业,2020/10/12,3145.9356,1316.2944
非普工业,2020/10/13,3166.6584,1375.1688
非普工业,2020/10/14,3075.354,1383.768
非普工业,2020/10/15,3382.9068,1388.4564
非普工业,2020/10/16,3304.1022,1331.2974
非普工业,2020/10/17,2072.1366,1270.4202
非普工业,2020/10/18,1970.568,1080.162
非普工业,2020/10/19,2466.7614,1148.0682
非普工业,2020/10/20,2602.9524,1137.1806
非普工业,2020/10/21,2491.659,1154.4204
非普工业,2020/10/22,2398.29,1109.9952
非普工业,2020/10/23,2505.1986,1185.1482
非普工业,2020/10/24,1999.2768,1190.0844
非普工业,2020/10/25,1994.469,1074.465
非普工业,2020/10/26,2794.8348,1172.6898
非普工业,2020/10/27,2939.0592,1214.9514
非普工业,2020/10/28,2970.1746,1261.0992
非普工业,2020/10/29,2890.3494,1282.0326
非普工业,2020/10/30,2798.787,1220.8494
非普工业,2020/10/31,2175.8718,1221.477
非普工业,2020/11/1,2159.4468,1222.635
非普工业,2020/11/2,2780.1978,1267.5648
非普工业,2020/11/3,2642.697,1082.5488
非普工业,2020/11/4,2766.885,1143.2244
非普工业,2020/11/5,2685.078,1169.586
非普工业,2020/11/6,2804.415,1225.2384
非普工业,2020/11/7,2152.8732,1245.0954
非普工业,2020/11/8,2130.81,1173.96
非普工业,2020/11/9,2582.9718,1233.8448
非普工业,2020/11/10,2578.9926,1219.1514
非普工业,2020/11/11,2565.9486,1154.0442
非普工业,2020/11/12,2435.502,1189.9932
非普工业,2020/11/13,2689.2108,1132.1412
非普工业,2020/11/14,2181.981,1189.8072
非普工业,2020/11/15,2074.401,1188.6648
非普工业,2020/11/16,2717.3694,1205.2884
非普工业,2020/11/17,2759.9076,1248.8616
非普工业,2020/11/18,2897.9946,1297.7748
非普工业,2020/11/19,3261.2292,1358.8614
非普工业,2020/11/20,3216.3828,10.638
非普工业,2020/11/21,2468.5374,21.564
非普工业,2020/11/22,2511.7116,1348.248
非普工业,2020/11/23,2811.438,1224.63
非普工业,2020/11/24,2752.8048,987.975
非普工业,2020/11/25,2744.1696,1188.6942
非普工业,2020/11/26,2826.318,1241.7924
非普工业,2020/11/27,2515.4718,1142.0052
非普工业,2020/11/28,1839.2214,1087.6656
非普工业,2020/11/29,1698.9162,951.5064
非普工业,2020/11/30,2212.5744,1066.0116
非普工业,2020/12/1,2274.7482,1091.0298
非普工业,2020/12/2,2257.434,1062.2388
非普工业,2020/12/3,2398.4886,1076.898
非普工业,2020/12/4,2331.4422,1081.1244
非普工业,2020/12/5,1776.3054,981.0714
非普工业,2020/12/6,1715.3328,981.9876
非普工业,2020/12/7,2396.085,1058.0574
非普工业,2020/12/8,2350.4184,978.0132
非普工业,2020/12/9,2392.7634,1021.59
非普工业,2020/12/10,2384.424,1032.6468
非普工业,2020/12/11,2470.923,1044.5304
非普工业,2020/12/12,1852.6512,944.709
非普工业,2020/12/13,1815.117,1016.4258
非普工业,2020/12/14,2633.7462,1039.8576
非普工业,2020/12/15,2686.3128,1069.3044
非普工业,2020/12/16,2807.1174,1115.6514
非普工业,2020/12/17,2810.0526,1138.3194
非普工业,2020/12/18,2716.9698,1104.6192
非普工业,2020/12/19,1898.8776,1085.2446
非普工业,2020/12/20,1814.9946,1086.6318
非普工业,2020/12/21,2347.7478,1053.4686
非普工业,2020/12/22,2401.0662,1066.308
非普工业,2020/12/23,2539.9632,1013.7558
非普工业,2020/12/24,2300.4138,1024.2258
非普工业,2020/12/25,2367.108,1010.007
非普工业,2020/12/26,1841.352,1015.1808
非普工业,2020/12/27,1592.16,977.3118
非普工业,2020/12/28,2263.3224,1018.191
非普工业,2020/12/29,2340.6078,1044.8364
非普工业,2020/12/30,2330.6166,1045.4406
非普工业,2020/12/31,2390.1582,956.3622
非普工业,2021/1/1,1662.087,862.5696
非普工业,2021/1/2,1545.201,844.3968
非普工业,2021/1/3,1489.5324,861.2502
非普工业,2021/1/4,2565.585,976.0704
非普工业,2021/1/5,2316.3498,1055.3982
非普工业,2021/1/6,2330.352,1049.4306
非普工业,2021/1/7,2372.5884,1025.8548
非普工业,2021/1/8,2644.542,1139.8818
非普工业,2021/1/9,1777.6242,1158.5418
非普工业,2021/1/10,1766.3514,1150.0824
非普工业,2021/1/11,2575.737,562.9416
非普工业,2021/1/12,2446.3338,1028.7426
非普工业,2021/1/13,2356.9698,1159.5552
非普工业,2021/1/14,2430.576,1109.625
非普工业,2021/1/15,2273.3646,1103.0412
非普工业,2021/1/16,1697.6682,1057.9746
非普工业,2021/1/17,1690.8594,939.813
非普工业,2021/1/18,2379.0162,1155.3084
非普工业,2021/1/19,2246.5992,1109.0676
非普工业,2021/1/20,2156.2362,1054.9842
非普工业,2021/1/21,2195.8896,1010.4936
非普工业,2021/1/22,2511.6924,1068.0666
非普工业,2021/1/23,1519.9806,812.0676
非普工业,2021/1/24,1502.8758,1002.8286
非普工业,2021/1/25,1852.2408,1008.1842
非普工业,2021/1/27,1743.1806,1001.964
非普工业,2021/1/28,1831.8714,990.2586
非普工业,2021/1/29,1732.4232,905.3592
非普工业,2021/1/30,1362.1722,792.5484
非普工业,2021/1/31,1382.136,322.5294
非普工业,2021/2/1,1778.6334,797.0856
非普工业,2021/2/2,1835.0586,963.3258
非普工业,2021/2/3,1846.9542,958.7562
非普工业,2021/2/4,1847.4924,950.3376
非普工业,2021/2/5,1730.4132,917.2368
非普工业,2021/2/6,1367.742,786.1752
非普工业,2021/2/7,1710.0276,924.912
非普工业,2021/2/8,1772.1084,916.7898
非普工业,2021/2/9,1762.6434,934.2762
非普工业,2021/2/10,1588.8882,922.9164
非普工业,2021/2/11,1245.426,335.5752
非普工业,2021/2/12,1161.7542,363.5088
非普工业,2021/2/13,1146.6978,360.93
非普工业,2021/2/14,1158.3474,415.3686
非普工业,2021/2/15,1189.5906,476.9262
非普工业,2021/2/16,1269.4962,566.4696
非普工业,2021/2/17,1209.8898,402.3618
非普工业,2021/2/18,1626.0186,555.7716
非普工业,2021/2/19,1667.3748,752.6172
非普工业,2021/2/20,1621.7994,722.175
非普工业,2021/2/21,1435.1358,602.5632
非普工业,2021/2/22,1952.2752,939.2616
非普工业,2021/2/23,2098.776,927.8658
非普工业,2021/2/24,2135.736,1004.0694
非普工业,2021/2/25,2255.8218,219.27
非普工业,2021/2/26,2314.6824,844.7748
非普工业,2021/2/27,1508.1618,981.708
非普工业,2021/2/28,1504.9122,837.714
非普工业,2021/3/1,2286.7014,958.7394
非普工业,2021/3/2,2166.168,822.4848
非普工业,2021/3/3,2246.322,984.0498
非普工业,2021/3/4,2437.074,976.7802
非普工业,2021/3/5,2296.1784,997.5132
非普工业,2021/3/6,1831.2366,1073.5092
非普工业,2021/3/7,1545.9144,973.7898
非普工业,2021/3/8,2353.9242,1021.9236
非普工业,2021/3/9,2391.4608,1029.0738
非普工业,2021/3/10,2316.927,1005.7746
非普工业,2021/3/11,2265.447,1045.281
非普工业,2021/3/12,2437.6968,1096.701
非普工业,2021/3/13,1685.4516,888.8988
非普工业,2021/3/14,1671.4722,871.6518
非普工业,2021/3/15,2109.7788,841.9458
非普工业,2021/3/16,2302.0488,962.2254
非普工业,2021/3/17,2365.5438,968.1468
非普工业,2021/3/18,2459.799,1010.7702
非普工业,2021/3/19,2422.7808,1039.359
非普工业,2021/3/20,1809.1038,983.4186
非普工业,2021/3/21,1471.3668,879.0912
非普工业,2021/3/22,1857.5178,816.207
非普工业,2021/3/23,2081.997,816.711
非普工业,2021/3/24,1871.3442,832.3026
非普工业,2021/3/25,2055.6138,829.2654
非普工业,2021/3/26,2171.6094,869.715
非普工业,2021/3/27,1779.6552,927.4992
非普工业,2021/3/28,1848.3156,973.8762
非普工业,2021/3/29,2467.5138,1021.8654
非普工业,2021/3/30,2542.857,1095.4842
非普工业,2021/3/31,2548.0992,1116.0726
非普工业,2021/4/1,2570.8176,1112.2338
非普工业,2021/4/2,2666.0886,1116.4734
非普工业,2021/4/3,1975.1616,1082.8512
非普工业,2021/4/4,1596.4404,984.2502
非普工业,2021/4/5,1639.2984,906.0432
非普工业,2021/4/6,2356.5906,912.1062
非普工业,2021/4/7,2497.7826,1070.0532
非普工业,2021/4/8,2271.2754,989.4252
非普工业,2021/4/9,2112.4362,882.7596
非普工业,2021/4/10,1633.314,842.6862
非普工业,2021/4/11,1708.5366,935.667
非普工业,2021/4/12,2331.5394,953.607
非普工业,2021/4/13,2555.4912,1017.2202
非普工业,2021/4/14,2576.8866,1057.1376
非普工业,2021/4/15,2464.2414,1133.7366
非普工业,2021/4/16,2366.6382,720.4896
非普工业,2021/4/17,1637.3394,992.1078
非普工业,2021/4/18,1698.9552,6.192
非普工业,2021/4/19,2221.6122,989.7774
非普工业,2021/4/20,2328.3354,985.398
非普工业,2021/4/21,2418.0642,1045.74
非普工业,2021/4/22,2604.975,1025.4378
非普工业,2021/4/23,2713.9518,1113.0912
非普工业,2021/4/24,2205.4056,1095.6726
非普工业,2021/4/25,2688.5382,1129.8396
非普工业,2021/4/26,1526.9208,13.6008
非普工业,2021/4/27,2315.8344,5.688
非普工业,2021/4/28,2269.2474,14.88
非普工业,2021/4/29,2156.7414,120.396
非普工业,2021/4/30,2240.4114,208.3932
非普工业,2021/5/1,1841.1096,168.0432
非普工业,2021/5/2,1927.5204,114.75
非普工业,2021/5/3,1715.3646,12.0144
非普工业,2021/5/4,2034.234,1089.3066
非普工业,2021/5/5,2006.0784,1033.9356
非普工业,2021/5/6,2678.124,1100.9772
非普工业,2021/5/7,2919.3672,1132.4094
非普工业,2021/5/8,3130.7496,1210.0494
非普工业,2021/5/9,2245.911,1274.0718
非普工业,2021/5/10,3058.6986,1292.2812
非普工业,2021/5/11,3315.1194,1305.882
非普工业,2021/5/12,3345.3792,1337.2152
非普工业,2021/5/13,3488.1198,1209.2472
非普工业,2021/5/14,3319.473,1409.2098
非普工业,2021/5/15,2559.7296,1325.4378
非普工业,2021/5/16,2413.0224,1212.3702
非普工业,2021/5/17,3443.8524,1375.3932
非普工业,2021/5/18,3416.1438,1383.102
非普工业,2021/5/19,3399.3156,1109.6334
非普工业,2021/5/20,3404.5392,8.64
非普工业,2021/5/21,3507.4878,1134.2928
非普工业,2021/5/22,2649.8148,1351.728
非普工业,2021/5/23,2507.5206,1299.6036
非普工业,2021/5/24,3518.7726,1332.9684
非普工业,2021/5/25,3490.614,1190.6322
非普工业,2021/5/26,3499.8708,1334.055
非普工业,2021/5/27,3535.8042,617.5488
非普工业,2021/5/28,3546.6558,1041.5382
非普工业,2021/5/29,2677.4808,638.9964
非普工业,2021/5/30,2436.0774,1413.99
非普工业,2021/5/31,3533.0358,1464.6654
非普工业,2021/6/1,3147.8256,1343.1666
非普工业,2021/6/2,3058.767,1293.2976
非普工业,2021/6/3,3378.2148,841.7814
非普工业,2021/6/4,3056.7192,1286.4702
非普工业,2021/6/5,1987.8996,1184.1012
非普工业,2021/6/6,2208.2928,1216.8426
非普工业,2021/6/7,3264.9852,1355.6454
非普工业,2021/6/8,3381.0576,1444.7316
非普工业,2021/6/9,3487.275,1513.7418
非普工业,2021/6/10,3435.0714,1559.823
非普工业,2021/6/11,3384.3228,1071.0084
非普工业,2021/6/12,2450.01,1019.4798
非普工业,2021/6/13,2243.5698,1433.1084
非普工业,2021/6/14,2263.8084,1394.4642
非普工业,2021/6/15,3395.592,1443.2676
非普工业,2021/6/16,3459.171,1500.7812
非普工业,2021/6/17,3491.2494,1594.2252
非普工业,2021/6/18,3550.0074,1521.8712
非普工业,2021/6/19,2785.4286,1040.1696
非普工业,2021/6/20,2568.6594,1521.5004
非普工业,2021/6/21,3543.7806,1427.181
非普工业,2021/6/22,3060.4374,1373.448
非普工业,2021/6/23,3030.9912,1303.5066
非普工业,2021/6/24,3019.9254,1282.029
非普工业,2021/6/25,3125.5704,922.1736
非普工业,2021/6/26,2711.7996,1289.3568
非普工业,2021/6/27,2543.823,1217.2548
非普工业,2021/6/28,3525.5028,1076.1
非普工业,2021/6/29,3412.9752,1493.5368
非普工业,2021/6/30,3418.4358,1532.2632
非普工业,2021/7/1,3525.0846,1571.9358
非普工业,2021/7/2,3414.8832,1557.537
非普工业,2021/7/3,2684.3634,1100.6844
非普工业,2021/7/4,2384.652,1447.9386
非普工业,2021/7/5,3537.3678,1552.4106
非普工业,2021/7/6,3535.4718,1463.6604
非普工业,2021/7/7,3590.4654,1558.6386
非普工业,2021/7/8,3411.6798,1400.0742
非普工业,2021/7/9,3268.4466,1110.2556
非普工业,2021/7/10,2724.8706,1411.9092
非普工业,2021/7/11,2410.6266,1547.4792
非普工业,2021/7/12,3446.9322,1580.499
非普工业,2021/7/13,3211.0902,1501.5396
非普工业,2021/7/14,3287.1642,1429.5828
非普工业,2021/7/15,3362.649,1511.5464
非普工业,2021/7/16,3299.5722,1077.3912
非普工业,2021/7/17,2573.7684,901.4544
非普工业,2021/7/18,2435.1534,1326.2322
非普工业,2021/7/19,3202.2234,1439.0916
非普工业,2021/7/20,2992.4058,1354.2444
非普工业,2021/7/21,3010.677,1408.9296
非普工业,2021/7/22,3093.2214,1454.0418
非普工业,2021/7/23,3136.7058,1120.1688
非普工业,2021/7/24,2698.9716,1480.6656
非普工业,2021/7/25,2470.0734,1454.5404
非普工业,2021/7/26,3437.8056,1468.9074
非普工业,2021/7/27,3403.74,1455.2022
非普工业,2021/7/28,3383.85,1478.418
非普工业,2021/7/29,3374.145,978.858
非普工业,2021/7/30,3174.804,1460.7936
非普工业,2021/7/31,2677.5498,869.751
非普工业,2021/8/1,2428.833,1429.0116
非普工业,2021/8/2,2982.0954,1265.0892
非普工业,2021/8/3,3133.0488,1371.3354
非普工业,2021/8/4,3082.2072,1400.9634
非普工业,2021/8/5,3003.123,1362.849
非普工业,2021/8/6,3070.5174,1424.0394
非普工业,2021/8/7,2526.8004,1394.8116
非普工业,2021/8/8,2343.5808,1354.5588
非普工业,2021/8/9,3124.701,1067.7954
非普工业,2021/8/10,2854.7076,1389.7608
非普工业,2021/8/11,2835.381,1391.8596
非普工业,2021/8/12,3092.5866,1405.3104
非普工业,2021/8/13,3010.4856,1406.8302
非普工业,2021/8/14,2475.9534,1499.4042
非普工业,2021/8/15,2210.9268,1283.7432
非普工业,2021/8/16,3037.3128,1388.7942
非普工业,2021/8/17,3135.3678,1421.9898
非普工业,2021/8/18,3217.6968,1319.9838
非普工业,2021/8/19,3173.2944,1290.7422
非普工业,2021/8/20,3208.2834,986.3232
非普工业,2021/8/21,2531.592,864.5856
非普工业,2021/8/22,2321.0214,1330.9254
非普工业,2021/8/23,3200.8014,1355.2584
非普工业,2021/8/24,3293.208,1379.538
非普工业,2021/8/25,3285.6264,1423.626
非普工业,2021/8/26,3387.783,1431.555
非普工业,2021/8/27,3207.7014,1416.9294
非普工业,2021/8/28,2418.1716,1291.5816
非普工业,2021/8/29,2486.0946,1420.2804
非普工业,2021/8/30,3316.1904,1434.9684
非普工业,2021/8/31,3223.692,1401.9822
普通工业,2019/1/1,6179.9364,4093.0467
普通工业,2019/1/2,10711.9704,3971.5308
普通工业,2019/1/3,10079.0262,4033.8369
普通工业,2019/1/4,9713.3055,4145.8497
普通工业,2019/1/5,6958.3842,3965.1792
普通工业,2019/1/6,6327.9399,3865.3926
普通工业,2019/1/7,9207.039,3669.0396
普通工业,2019/1/8,9105.5823,3960.378
普通工业,2019/1/9,9560.2095,4016.7975
普通工业,2019/1/10,9690.6846,3898.9248
普通工业,2019/1/11,8421.3138,4021.524
普通工业,2019/1/12,6113.1345,3575.019
普通工业,2019/1/13,5908.7964,3615.9144
普通工业,2019/1/14,8404.2153,3624.5088
普通工业,2019/1/15,7951.3584,3513.732
普通工业,2019/1/16,8757.7587,3980.9811
普通工业,2019/1/17,8376.3204,4042.4142
普通工业,2019/1/18,8151.3177,3784.9626
普通工业,2019/1/19,6382.7394,3615.8835
普通工业,2019/1/20,5788.92,3563.985
普通工业,2019/1/21,7180.7055,3615.7188
普通工业,2019/1/22,7317.5781,3626.0559
普通工业,2019/1/23,7091.1306,3723.3174
普通工业,2019/1/24,6485.1657,3531.9468
普通工业,2019/1/25,6437.1237,3296.3307
普通工业,2019/1/26,4429.1286,3110.1102
普通工业,2019/1/27,4143.0579,2963.8668
普通工业,2019/1/28,5047.9317,2894.8959
普通工业,2019/1/29,5022.3501,2775.2802
普通工业,2019/1/30,4590.1098,2663.7027
普通工业,2019/1/31,4507.2798,2617.5417
普通工业,2019/2/1,4431.3387,2582.715
普通工业,2019/2/2,4133.5731,2567.4282
普通工业,2019/2/3,3819.8385,2540.6772
普通工业,2019/2/4,3046.3062,2265.9003
普通工业,2019/2/5,3226.5792,2135.0706
普通工业,2019/2/6,3079.9038,2104.0323
普通工业,2019/2/7,3247.6896,2271.948
普通工业,2019/2/8,3212.7159,2298.0531
普通工业,2019/2/9,3186.9318,2403.081
普通工业,2019/2/10,3131.0994,2428.8414
普通工业,2019/2/11,4435.9197,2394.0468
普通工业,2019/2/12,4286.8362,2544.6738
普通工业,2019/2/13,4633.5651,2514.474
普通工业,2019/2/14,4810.707,2593.8552
普通工业,2019/2/15,5071.3692,2681.1744
普通工业,2019/2/16,4047.7119,-1.35
普通工业,2019/2/17,4104.4272,2648.9886
普通工业,2019/2/18,6036.7914,2739.411
普通工业,2019/2/19,6112.83,2869.6299
普通工业,2019/2/20,6145.8384,2825.0994
普通工业,2019/2/21,6680.1558,3067.8894
普通工业,2019/2/22,6722.9943,3097.7124
普通工业,2019/2/23,4870.3551,2878.6431
普通工业,2019/2/24,5164.3017,3019.5117
普通工业,2019/2/25,7952.3295,3083.1
普通工业,2019/2/26,7845.1419,3193.8828
普通工业,2019/2/27,7890.9975,3428.6175
普通工业,2019/2/28,8106.5202,3347.556
普通工业,2019/3/1,7735.2924,3219.9243
普通工业,2019/3/2,6002.8362,3161.9568
普通工业,2019/3/3,5263.3683,3126.0867
普通工业,2019/3/4,7556.0895,3201.8463
普通工业,2019/3/5,7859.0031,3296.6961
普通工业,2019/3/6,8046.3447,3392.613
普通工业,2019/3/7,7930.6569,3289.7226
普通工业,2019/3/8,8014.5408,3422.0913
普通工业,2019/3/9,5844.0132,3257.2623
普通工业,2019/3/10,5660.0796,3250.0632
普通工业,2019/3/11,7681.1097,3256.4865
普通工业,2019/3/12,7642.4181,3359.4693
普通工业,2019/3/13,7809.7461,3366.7998
普通工业,2019/3/14,8196.6618,3381.5445
普通工业,2019/3/15,8208.7932,3426.7869
普通工业,2019/3/16,6091.2501,3319.0353
普通工业,2019/3/17,5510.6679,3259.0842
普通工业,2019/3/18,7887.4557,3158.6898
普通工业,2019/3/19,7725.3486,3377.8857
普通工业,2019/3/20,8508.1659,3428.8104
